r 120 c0adc048 0
r 60 cdd38e8b 0
r 2ec 55e9ddb6 0
r 3a8 37806a67 0
r 3b0 a592c2f 0
r e4 47f911b3 0
r 234 8e30f046 0
r 330 5711482b 0
i 374 0 0
r 128 f9aa20cb 0
r 218 370e18ad 0
w 3b8 924206d9 4
w 278 b73f7a77 f
r 278 b73f7a77 0
r 38c e4b1e52f 0
r 164 d850cf33 0
w a0 be9936ef 3
w 3a4 5679b0e7 4
w 1e8 6f2e0d52 9
w 3d8 98489c4e d
r 14c 9f1d1cd8 0
w 98 7d223030 d
w 74 364a807e f
r 1f4 24186543 0
r d4 fd1de0 0
w 150 3747ab12 7
w 2b8 640c44b5 2
r 244 cbdb757a 0
w 4 61b579a9 9
r 20c 6cf70641 0
i 158 0 0
r 3bc 74edd3ef 0
r 3b4 645b89a5 0
r 324 df2aae7e 0
r 254 82e3b174 0
r 298 9293ddb5 0
w 228 c5647b99 a
r fc b2d1063b 0
r 3d8 9848ce4e 0
w 240 d0671581 3
i 1a8 0 0
w 13c 6c84b2e7 e
r 28 8eecb8b2 0
r 8c 406f88cc 0
i 308 0 0
r 3a0 ea487740 0
r 20 63aafffa 0
w 13c 59787fa9 4
w 2c a472933a 2
w 118 cf729dab f
r 18 78043498 0
r 10c 2ab27405 0
w 184 866340f5 7
i 54 0 0
w bc 9f7df24b 1
w 2a8 9b013105 3
w 314 296881a4 c
r 3ac 82fb163f 0
r 36c bc3e1759 0
w c0 95e7a312 0
r 174 7344a0ac 0
r 1a0 83344a83 0
r 380 18a76230 0
r 154 f5b39bf9 0
r 1c8 a62cb526 0
w 30 778a4b78 8
r 20 63aafffa 0
i 2a8 0 0
i c4 0 0
w 1a8 112ae764 1
w 2b0 8be43fc3 0
r 1f8 52afeb54 0
r 370 2b3356b 0
r 170 289b7066 0
w 138 7d591f00 b
w 2c e5c7dfec 2
w 264 92bbaf36 6
r 37c 84c917c5 0
w 330 aee6b22e 7
r 2f0 a7e26cfd 0
r 12c bc2fe281 0
r 124 f5fec1a4 0
r 1c4 6bae5db5 0
i 1ec 0 0
w a4 e7b269a3 b
r 14 1d7e318e 0
w 1ec 1758a34c 4
r 1e4 1ef05460 0
r 2b8 f59e44fd 0
r 230 e037ac7e 0
r 1b8 e38c0b05 0
r 108 7002b08d 0
w 1b8 19156323 0
r 384 23ea7550 0
r 9c cf20f18a 0
w 38 f1b3cfa7 1
w 2ec 6410b6c3 1
w 2b4 78d90da 2
i 228 0 0
r 178 46eeb1e6 0
r 2d4 ce1220bb 0
w 168 13e8ca6d f
w 2e4 4a815d03 e
w 9c 25fa7a18 b
r 204 7a87a6ab 0
r 260 ab03b519 0
r 88 ddc7cc9 0
r 280 93831b90 0
r 35c bae71d78 0
w 15c 2809e0a 8
r 3a8 37806a67 0
w 2f8 f5f13c4c e
r 68 36a380cd 0
w 374 dcfd6e4 e
r 2e8 7ba2498f 0
r 37c 84c917c5 0
i 294 0 0
r 394 729fa657 0
w 314 525efab9 6
r 3ec b753d191 0
r f0 e5f4a4e0 0
r 2f0 a7e26cfd 0
i 250 0 0
w 390 1dc9d92c 2
r 1f4 24186543 0
r 3a0 ea487740 0
r 148 e66343bc 0
w 90 14088ef0 b
r f8 fa8946ba 0
r 2a0 c78dc6c1 0
w 19c 81170470 2
r d0 abf04e85 0
w 210 939c8638 a
w 30c 96129d68 7
w 238 e3905ef b
r 270 98451efa 0
r fc b2d1063b 0
r 170 289b7066 0
r 2ac 5615518a 0
r 54 a669178 0
r 374 dcfd6a6 0
r 25c fa49a1b3 0
w 2a4 20112d59 c
w 3ec 6678fb1e 4
r 298 9293ddb5 0
w 18 20291533 7
r 88 ddc7cc9 0
w ac e3264039 8
i 3e0 0 0
r e0 cff08686 0
r c 83e2fe69 0
r 274 756d9710 0
r 140 78ba1c30 0
r 330 57e6b22e 0
w 25c 67f15305 2
r 39c 5fa7624c 0
i 2ac 0 0
w 60 b7e3a0f7 6
w 0 3fb6fb7e 6
r 110 18caa7a0 0
r 44 8160c910 0
r a0 317736ef 0
r 34c 818ba911 0
w 3d0 23e0350d 4
w 70 6e74a823 4
r 218 370e18ad 0
w 134 24d09b3d 5
w c 8f7661a 6
r 1f8 52afeb54 0
i 108 0 0
r 3a8 37806a67 0
r 5c bda0e8e7 0
r 1ec 225837db 0
w 318 56f97956 3
r f8 fa8946ba 0
i 274 0 0
r 36c bc3e1759 0
i 1c4 0 0
r 1a4 b0bec00e 0
i 328 0 0
w 1e0 448dadee 4
r 318 f79a7956 0
r 58 4084f53f 0
w a0 cd247bfe a
r 150 3847ab12 0
i 36c 0 0
r 114 293c7c72 0
r 2a4 201164f2 0
w 244 714674c d
r 58 4084f53f 0
w 1dc 2b766b36 4
r 340 ac8b6a5e 0
w 29c 1260d431 a
i 2e8 0 0
w c4 b6667f91 d
r 354 d91276ff 0
w 26c 5bb64e25 9
r 94 39ce66dd 0
w 214 8e51f5a5 9
i 190 0 0
r 3d4 3476c6fe 0
w b0 54c9b5b6 d
r 224 b0dc7ec0 0
w 1b4 b3f53804 9
r 1c8 a62cb526 0
r 31c 6707f144 0
r 120 c0adc048 0
w 2d8 a14dac84 0
i 28 0 0
r 2dc cdaf23f 0
r 264 69bbaf07 0
r 320 3034f327 0
w 244 72c8125f 1
r 13c 6c78b224 0
r 2c8 7fc9b0e 0
w 118 b884aaf2 7
r 3c8 9f542f38 0
r 14 1d7e318e 0
r 334 47ffb8a6 0
w 2b8 397a9df2 d
w 74 28072321 5
r 60 cde3a08b 0
r 220 cb9811f4 0
w e8 1a1c2aca 0
i 2c0 0 0
w 1b0 930fd892 d
w 344 4ab1958d 2
r 30c 2e129d68 0
w 20c 48ea7538 9
w 288 b3cebb20 c
w 33c 3b9e284f 1
r 1c4 6bae5db5 0
w e0 863f0a07 1
w 388 9c54e963 8
w c e820e63c 6
r 8c 406f88cc 0
w 37c cc47ca a
r 2b4 67699099 0
w 68 6113ffae 5
r a8 cb92311f 0
r 2c8 7fc9b0e 0
r 1b0 930f6492 0
i 378 0 0
w 90 bcee9d11 9
r 39c 5fa7624c 0
w 344 b374178e 9
r 74 36078021 0
i 15c 0 0
w 34c 66d8a16b 3
r 1d0 b0eb473b 0
r ec 2d67169 0
r c8 94c72596 0
r 4 61e863a9 0
r 9c 25207a18 0
r 2d4 ce1220bb 0
w 3ac bc5e66ef 6
w 154 9f89059f 4
r 90 bce78e11 0
w 30c 9c78871f 1
r 2e4 4a815dd2 0
r 58 4084f53f 0
r 1a0 83344a83 0
w 308 22380477 6
r 388 9c84f271 0
r 300 59a97366 0
r 2b8 397a44f2 0
w 38c 77c942b1 a
r 228 c56f7b3f 0
w 250 6193da96 0
w 2e4 1aaa790d 5
r 3a8 37806a67 0
w 2d8 792290ab 3
w 124 cac7561a 3
w 384 ae323832 2
r 304 6fc8912c 0
w 74 ac7e933c 7
w dc 598393c0 5
r 270 98451efa 0
r 2ac 5615518a 0
r 3b4 645b89a5 0
i e4 0 0
r 3a4 e779e9fb 0
r 1c0 bc0a3bf3 0
i 78 0 0
w bc 28630d82 0
r ac e39e39eb 0
w 3a4 dfc89449 0
w 18 3f5988 c
r 300 59a97366 0
r 34c 818ba16b 0
w 44 45cf0fdf a
r 10c 2ab27405 0
r 4c 6ea7cedf 0
r 258 ce2fb5d6 0
r 3a4 e779e9fb 0
r 124 f5fe561a 0
w 1c8 c122fe66 b
r 2b0 7fbbdcf0 0
w 94 eec7c0c8 4
w 11c b3486356 c
w 2c4 85e779ed 6
w 1d4 38ff4a9c 1
r 1cc e7653abc 0
r 84 88d59b8f 0
r 37c c947c5 0
r 9c 25207a18 0
r 2d8 e99790ab 0
w 244 64c7a3f7 c
r 108 7002b08d 0
w fc e703d9da 8
r 12c bc2fe281 0
w 204 8dfe1b 0
w 2ec 32da7312 b
w 350 e52e069a 3
r 2dc cdaf23f 0
i c0 0 0
w 304 dfbcf158 b
r 3b0 a592c2f 0
r 160 3af9af34 0
w b4 fd231d27 c
r 3e8 d568fc9f 0
w 290 4d01867f f
r 1cc e7653abc 0
w 214 7a1e4ed2 9
w 44 d857d0a3 8
r 290 4d01867f 0
w 2d4 d5e9f4bf f
w 16c 2eff4e9c 0
w 3dc 8a7ed7b0 b
r 158 8fdd2063 0
r 2f4 57db8822 0
r 2d0 2dad2d60 0
i 1a8 0 0
r 3a0 ea487740 0
w 3cc 5c039720 c
w 344 ea35dc14 e
w 3e4 523dabd0 a
w 3a8 ac24b5c7 2
w 194 c032ba8b f
w 240 9253430c d
r 1ec 225837db 0
r 380 18a76230 0
r 274 756d9710 0
w 35c 8ed44f0b d
r 2f0 a7e26cfd 0
w 34c a984e35b 1
w 178 1559b23b d
r 1bc 5377d161 0
r 3f4 3463357c 0
r 13c 6c78b224 0
w 5c d6cf984d f
r 364 4407b7cb 0
w 2b0 ce3e468a d
r 3b4 645b89a5 0
r 44 d8600f10 0
r 38 2ee893a7 0
i 210 0 0
r 3a4 e779e9fb 0
i 338 0 0
w 39c fa4addd6 d
r 18 3f1533 0
i 1c8 0 0
r d8 cbe6f48a 0
w 98 b49ed02c 9
i 164 0 0
w 368 e61fa998 4
r 164 d850cf33 0
r 278 b73f7a77 0
w 2dc 82027b48 f
r 22c dfdaf57a 0
r 38c 77b1422f 0
r 380 18a76230 0
r 17c 581cff36 0
r d0 abf04e85 0
i 394 0 0
w 208 c7847e67 c
r 328 6a0b6c12 0
w 34 a185bfc7 8
w 39c 232f09b6 c
r 2f0 a7e26cfd 0
r 2c0 daf8ce55 0
r 1c 48ba62c7 0
w 358 3f5b0222 b
r 268 5940b4fb 0
r 2e8 7ba2498f 0
w 3c8 20f8d95c f
r 308 1a38044a 0
r 88 ddc7cc9 0
w 3d8 f5d6b23e 4
r c4 b6660291 0
i 2e4 0 0
r 2e8 7ba2498f 0
w e4 55d1376c 7
r 10c 2ab27405 0
w d8 b0c71d98 a
w 98 276af3ba 0
w 258 ca827e36 d
r 1f4 24186543 0
r 50 32691535 0
r 2b4 67699099 0
w 314 b3805b65 8
r 360 14138d70 0
w 1e4 ccda63c8 8
r 300 59a97366 0
r 1bc 5377d161 0
r dc b883dec0 0
r 16c bfee7f90 0
r fc e7d1063b 0
w 2e0 6933c939 8
r 2ec 32e97312 0
r 360 14138d70 0
r 390 1c3ad9e7 0
w 254 371a50a7 e
r 368 981fc1fa 0
r 20c 48f70638 0
i 378 0 0
w 208 12845436 c
w 104 9c6ed78b 7
w 284 8dacf7a5 f
r 208 12845310 0
r 1a8 e61b5064 0
w 184 37f3a6c8 5
r 114 293c7c72 0
w 178 10c586c5 1
w 1c4 8808987b d
r 208 12845310 0
r 8 200e2ec6 0
r 188 a87639af 0
r 1f4 24186543 0
r 24 fcfa124a 0
r 3d8 98d6ce4e 0
i 190 0 0
r 218 370e18ad 0
w 28 3735fea7 e
r 2b8 397a44f2 0
r 31c 6707f144 0
r 1d8 8f1ce06c 0
w 28c a2931a2e 5
r 224 b0dc7ec0 0
r 24 fcfa124a 0
r 18c c4fe6377 0
r e8 5cc020ed 0
r 50 32691535 0
r 2c4 5e779c3 0
w 14c 87dfefc9 9
r 3cc 5c0345d0 0
w 350 8b0f4834 6
w 364 19bf33d5 1
w 2b0 49bed8d6 9
w 11c e7343423 7
r 118 cf84aaf2 0
w 1bc a5e6f221 a
r 158 8fdd2063 0
w 100 cd91b160 a
w 184 28fb9227 c
w 264 30382192 4
r 234 8e30f046 0
r 110 18caa7a0 0
r 1ec 225837db 0
i 250 0 0
r 2dc 82027b48 0
r 230 e037ac7e 0
r 31c 6707f144 0
r 164 d850cf33 0
w 3ec 150aad62 9
w 30c 8e10ec0f d
w 248 b07a0ca4 6
r 32c 20244371 0
r 368 981fc1fa 0
r 3c4 8bc79a7e 0
w 1b8 5a1cb35d d
i 3fc 0 0
w 164 1cc740ab 6
w 208 74563b00 8
w 32c 6928dac7 1
i 138 0 0
w 110 f0944a8c c
i 250 0 0
w b8 4d5b32d8 7
r 3c4 8bc79a7e 0
w 224 d086cf2e f
r 2c8 7fc9b0e 0
r 254 371a5074 0
r 398 27fee342 0
r 6c 2daab4c2 0
r 248 4c7a0c98 0
r 1e4 ccf05460 0
r 208 74845310 0
r 120 c0adc048 0
r 64 9cce525f 0
w 4 15ca11ff 7
i 8 0 0
r 1b0 930f6492 0
i 3f8 0 0
w 324 cf3379c6 8
w ac c5c2408a c
w 174 6a28da85 1
w 110 7df27eb0 f
r 2ac 5615518a 0
r 18c c4fe6377 0
i 104 0 0
r 1dc ab7694b0 0
r 158 8fdd2063 0
w 268 395c2ff4 7
w 390 80f53af6 0
w 23c 334dad11 2
r 2c0 daf8ce55 0
w 28c 45201d0a e
r 344 ea35dc8e 0
r 260 ab03b519 0
r 178 1559b1c5 0
w 8c 812e5818 8
r 384 23ea3850 0
r 31c 6707f144 0
r 48 e445b044 0
r 2e0 69f66bae 0
w 48 158768e0 6
r 1d8 8f1ce06c 0
w 1b0 5dc4654b f
w 324 5c9cd2b4 f
i 1b4 0 0
w 30 3c161050 8
r 1f0 a6f85d57 0
r 1c8 c12cfe66 0
r 2c8 7fc9b0e 0
w 390 bdaeac01 3
w 390 278728af 9
r 210 9338860e 0
w f4 bb234a72 d
w 238 f9302ab1 f
w 108 5ef167e8 d
w 1b4 56e9be0 d
r f8 fa8946ba 0
w 294 56783154 d
r c4 b6660291 0
r c8 94c72596 0
r 29c 1281d4b3 0
r 1c8 c12cfe66 0
r 14c 871d1cc9 0
r 2dc 82027b48 0
r 2ac 5615518a 0
w 274 fe3639c 0
i 14 0 0
w 238 2a0b036f 8
r 37c c947c5 0
w 3f4 12b8c0dc c
r 70 317410e5 0
r b8 915b32d8 0
w f4 8b21d7ff d
r 288 b3ce11ab 0
w d4 63525a8d 0
r 3dc 8a38d7b0 0
w 1ec 6ba565a6 a
w 3d8 66d96cdf 5
w 264 5a03f845 d
w 1ac 75ed3890 7
r 29c 1281d4b3 0
r 80 86d96ff1 0
r 90 bce78e11 0
r 33c cd66ac4f 0
r 370 2b3356b 0
r 2a0 c78dc6c1 0
w 2f8 96bd6860 e
i 2c8 0 0
w 334 52caebe7 5
r 390 273aacaf 0
r 3a0 ea487740 0
r 54 a669178 0
r 264 5a03af45 0
w 2a0 198dd22c e
i 3f4 0 0
r 110 7df27eb0 0
w 210 ff29d871 3
w 30 ef44ae1b e
i 114 0 0
w 318 8c4ceb7e 0
r 3bc 74edd3ef 0
i 2f0 0 0
r 228 c56f7b3f 0
w 3e0 298ad193 1
r 1bc a577f261 0
r 39c 232f62d6 0
r 90 bce78e11 0
r 1b0 5dc4654b 0
w 1f4 b8ef6713 1
r 2cc 92935c58 0
i 170 0 0
r 1f0 a6f85d57 0
w 88 93e14b92 6
i 100 0 0
i 2c 0 0
r 378 c9b5a8ee 0
w 1dc 4d5cd3bf a
w ac 4c10729e 7
r bc f0d0d24b 0
r 1d0 b0eb473b 0
i 3cc 0 0
r 208 74845310 0
w 17c 93febcd1 5
w 15c 11604767 6
w 320 a67531dc 3
r 11c b3343423 0
r 110 7df27eb0 0
r 214 7afad5d2 0
r 248 4c7a0c98 0
r fc e7d1063b 0
r 1ec 6b5865db 0
i 2bc 0 0
w 184 670ec9d5 4
r 10 62d89399 0
i 3c8 0 0
w 2e4 9ba6e672 0
w 194 2493538d 4
i 3ec 0 0
w 2d8 ad9abb21 3
w 90 43fe11ab e
r 3dc 8a38d7b0 0
r 130 be8ba2dc 0
r 1fc 5a4ec66d 0
w 1ec d11d8f52 5
i 3f4 0 0
w 348 a0356b92 7
w 128 79f74c39 6
w 3c0 72e42cbf 1
r 330 57e6b22e 0
r 35c 8ed41d0b 0
w 260 a3e02c1b 5
r 280 93831b90 0
i 278 0 0
r 64 9cce525f 0
w 2fc 4c51a9d7 b
r 254 371a5074 0
r 38 2ee893a7 0
r 28c 45201d2e 0
r 88 de14bc9 0
w 3a8 3d4cf723 3
w b4 283fc470 c
r 1e0 4c8deda7 0
r 14 1d7e318e 0
w 2b8 c6206ce3 6
w 278 b3125809 0
w 0 f7f623d3 e
r 1ec 6b1d6552 0
r 8c 816f88cc 0
r 17c 58feffd1 0
w 2c4 9fe32149 0
w 2a8 42b5d1c1 0
w 184 c2eef497 7
r 248 4c7a0c98 0
w 1e0 15074428 7
i b8 0 0
w 1c 8094989b 5
r 2c8 7fc9b0e 0
r 0 f7f6237e 0
w 0 c4cbad3e a
w 10c 52ea3ead c
w 30c b208bd21 c
r e4 47d1376c 0
r 118 cf84aaf2 0
w 248 2cf1d23f a
w 360 cfe55f3c 3
r 104 eb6ed78b 0
r 120 c0adc048 0
r 104 eb6ed78b 0
r 48 e4876844 0
r 25c fa4953b3 0
w c0 659fbdd5 a
w 13c 197da513 8
r 108 5ef1b0e8 0
r 2c8 7fc9b0e 0
w 3c8 75615694 3
w 3dc f16669c6 3
r 1bc a577f261 0
r 3c4 8bc79a7e 0
w 1ac fd99bb3f c
w 2a4 fe0ae88b 9
r 244 64c7755f 0
w 140 847e166e e
r 19c 4ed404ed 0
r 168 13e8ca6d 0
r 1e0 4c074428 0
w 2f4 b1180aa4 8
r 3f0 8e8dc04e 0
r 314 b35efad0 0
r 178 1559b1c5 0
w e0 ec0fece4 e
r 188 a87639af 0
r 1c8 c12cfe66 0
r 4c 6ea7cedf 0
r 114 293c7c72 0
w d8 6252ed35 c
w 2e4 3dc4816b e
i 164 0 0
r 130 be8ba2dc 0
r 2fc 4cdaa9d7 0
i 1f8 0 0
w 284 5cd55da3 7
r c8 94c72596 0
w 2cc 23dfadec 2
r 290 4d01867f 0
r 390 273aacaf 0
w b0 95665d86 9
i 2f8 0 0
w 310 f27ac22 4
w 138 2f5a25fe 2
w 214 de5c4c18 0
r 284 8dd55da3 0
r 31c 6707f144 0
w c4 123b0a7e 1
w 238 68c89dc7 f
r fc e7d1063b 0
r 9c 25207a18 0
w 5c ffb15ae2 c
r 224 d086cf2e 0
r 34c 818ba15b 0
r 3f8 7a3d6a0c 0
w 244 92a1bc74 4
w 180 40be1299 5
w 200 aa64c29c 5
w 74 46e09160 2
r 1ac fd993890 0
i 3d8 0 0
r 74 367e913c 0
r 1a4 b0bec00e 0
w 348 4c5fbdf5 b
r d8 62521d8a 0
w 1d8 fe13f2e9 b
w 330 1b751c01 f
r 338 6a9ababa 0
r 1ac fd993890 0
w 1b4 70a4e19 a
w 13c ef2d8d8c b
r 24c be5b0628 0
r 284 8dd55da3 0
r 310 7e2700ae 0
r 280 93831b90 0
r 5c ffb1984d 0
r 27c f894f5e8 0
w 264 5223342 b
w 220 9dec9a6d 4
r 388 9c84f271 0
r 1d0 b0eb473b 0
r 274 756d9710 0
r 388 9c84f271 0
r 36c bc3e1759 0
r 2ac 5615518a 0
w 1e8 48b0927f 6
r 1cc e7653abc 0
w f8 451e8613 d
r 1b4 76e4ee0 0
w 15c 6276647c 3
w 2dc 4f30fa2c c
i 26c 0 0
r 39c 232f62d6 0
i 310 0 0
r 19c 4ed404ed 0
w 3a8 e259f035 2
r 2f0 a7e26cfd 0
w 16c 45a078 5
w 3c4 abe83144 d
r 19c 4ed404ed 0
r 128 f9f74ccb 0
w 2a8 57138d89 d
r 390 273aacaf 0
w cc c4f74fca 5
w 148 79b52e10 5
r 310 7e2700ae 0
r 1d4 1b70e9c 0
w 284 f4cb4af0 4
r b0 95c94a86 0
w 1a4 93d580aa 5
w 8c 9247065c 7
r 58 4084f53f 0
r 254 371a5074 0
i 324 0 0
w 260 3b153f58 3
w 144 a4a74ddc a
r 324 5c9cd2b4 0
w 1e0 f7295232 3
r 3b4 645b89a5 0
r 28c 45201d2e 0
i 120 0 0
r a4 e75869a3 0
w 350 29d008f4 b
w 118 cad0349c 3
w 24c abaeca51 6
r 34 a18a588b 0
w 78 c61b51f6 a
w 388 dd302fc c
w 338 b53d4673 4
w f8 fa34e47 f
r 284 8dcb5da3 0
r 364 4407b7d5 0
w 0 11f4ea46 e
r 198 8d4ecd2f 0
r 3b4 645b89a5 0
i 194 0 0
r 1c 4894629b 0
w 164 57486c18 c
r 348 4c35bdf5 0
w 248 a6db88a3 6
r 1fc 5a4ec66d 0
w 2c4 78688028 8
r 50 32691535 0
w 38 fa730632 b
r 7c 14cee817 0
r 84 88d59b8f 0
w 208 83bea372 5
r 1c8 c12cfe66 0
r 2f8 96bd6819 0
i 350 0 0
w d4 3dd814c 8
w c8 98da9bbb 1
r 2f0 a7e26cfd 0
r 2e4 3dc4810d 0
r 104 eb6ed78b 0
w 2b4 907be866 6
w 35c 9ac8da83 4
w 278 bef04330 d
w 234 3f526d37 c
w 258 5935cb13 d
w 210 16e838a5 9
w 338 78ced63 a
r cc 7cf739ca 0
r 294 5678eb54 0
r 2c b354df49 0
r 1b4 76e4ee0 0
w 370 77b577f8 1
w 258 9eb3bc6 1
r 354 d91276ff 0
w 380 5467f24f d
r 1cc e7653abc 0
w 2e8 d4d74025 8
w 98 81644cf2 4
w f0 58f7fc6f 7
r 3e8 d568fc9f 0
w 110 ad491549 a
w 8c bc205600 e
w 7c 52fa5d44 6
r 368 981fc1fa 0
w 68 d6c1db32 7
r 2f4 b1db8822 0
w bc 29a66176 5
i 1a4 0 0
r 1e0 4c075232 0
i 350 0 0
r bc f0a6d276 0
r 1c0 bc0a3bf3 0
w 3a4 3affca4d 9
r 3b0 a592c2f 0
w 318 2b91ceda 5
r 58 4084f53f 0
r 29c 1281d4b3 0
w 1ac bdffdd16 8
r 158 8fdd2063 0
r 48 e4876844 0
r 3ec 1578d162 0
w 214 bed5dc0e d
w 340 530540ad 5
r 2a8 57133189 0
r 2b4 677be899 0
r 378 c9b5a8ee 0
r 3dc 8a3869c6 0
w 154 1ede8ba6 a
w f8 afbcd145 5
r 254 371a5074 0
i 1ac 0 0
w 1c8 b2deac1d 9
w 224 d659c6f0 b
r 200 3264879c 0
r 164 57484033 0
r 250 7cb4951 0
r 0 11f4ea7e 0
r 364 4407b7d5 0
i 11c 0 0
r 5c ffb1984d 0
r 2d4 d5e9f4bf 0
w 2c 6a2167d3 c
w e0 749f2c95 9
r 110 adf215b0 0
w 190 c6564199 8
r 6c 2daab4c2 0
w 278 28b5cf39 b
w 3dc 993600d0 5
r 23c c9cdad12 0
w 48 ddf17e9d f
w 80 33639e35 6
r 120 c0adc048 0
w 368 d97d8953 f
r 290 4d01867f 0
r 3f8 7a3d6a0c 0
r 1d4 1b70e9c 0
r dc b883dec0 0
w 310 e7f8780d c
w 16c 8b5106dc e
w 3d8 ce8af7d0 4
w c4 d576f62a c
w 48 c91eccc6 f
r 258 5935b5c6 0
w 384 6da46ff2 2
r 15c 260647c 0
w 274 8a7f4190 0
w 1c b33f88d 0
r 32c 202443c7 0
w 2f8 c85d7f49 c
r 35c 8ec81d0b 0
w 1b0 e8ff9580 9
w 2e0 e29671d6 6
w 32c c210b7b9 c
r b0 95c94a86 0
r 350 290f08f4 0
r 26c 5b0aa625 0
r 35c 8ec81d0b 0
r d0 abf04e85 0
r 20 63aafffa 0
r 2e4 3dc4810d 0
w 128 e246a823 3
r 4 61ca11ff 0
i b4 0 0
w 114 6f006804 3
w 64 300453a4 a
w 12c 2091e8a2 9
w 114 1e7329f9 e
r 204 7a87a6ab 0
w 8 c640aebf 1
r 3ec 1578d162 0
r 280 93831b90 0
w 394 6cd80556 0
w 284 9524ac8c a
r 36c bc3e1759 0
w 3a8 28cdfbb4 7
w f8 b87c982a a
r 1e8 6fb09252 0
i 360 0 0
r 134 edd0493d 0
w 39c fad92ba7 0
w 90 1791ec4c e
r 13c ef788d8c 0
i 1e4 0 0
r 11c b3343423 0
r 378 c9b5a8ee 0
w 5c 113ddf5e 4
r 3f4 12b8357c 0
w 80 ab4384a 9
r 2d4 d5e9f4bf 0
r 228 c56f7b3f 0
i a4 0 0
w cc b214c31e 8
w 328 54335e32 3
r 1ec 6b1d6552 0
r 2e0 699671ae 0
r 260 abe03f58 0
i e4 0 0
w 2dc f24b5bf 0
w bc 4ed8f96a b
r 104 eb6ed78b 0
r f8 b8bc9845 0
r 3c 71ad0ea8 0
r 2f8 c85d6819 0
i 2a0 0 0
i 200 0 0
w 29c 3b170b1e 5
w 258 ea675e4 6
w 3ac 379d3a20 3
w 3d8 3087bbc4 8
r 188 a87639af 0
r 334 47cab8e7 0
w 214 16e4b4e6 5
w dc 99ca3400 4
r 2ec 32e97312 0
r 3a8 37cdfbb4 0
r 398 27fee342 0
r 3f0 8e8dc04e 0
i 2c8 0 0
w 7c b4b7e3b2 a
i 360 0 0
r 2cc 9293ad58 0
w 2e0 507edb38 a
r 278 28f0cf39 0
w 248 b2434be 4
w 354 cdfe44c6 3
w 180 bc000e4 a
r 110 adf215b0 0
r 384 23ea6f50 0
w 310 b5027035 4
r 4c 6ea7cedf 0
r 248 2c248898 0
r 3c8 20f85694 0
r 270 98451efa 0
r 120 c0adc048 0
i 1e8 0 0
w 3c0 c175788e 8
r 39c 232f62d6 0
r 3c 71ad0ea8 0
w 3d8 56e73026 a
i 1f0 0 0
r f0 e5f7fc6f 0
w 168 8a170511 2
r 3fc 6cb1f520 0
r 1e8 6fb09252 0
w 1dc eb160855 6
w 208 fdd4035d 0
r 374 dcfd6a6 0
r c 8320e669 0
r 1b0 e8c46580 0
w 2b8 496d8141 4
r 244 64a1755f 0
r 12c 202fe2a2 0
r 234 3f52f046 0
r cc b2f739ca 0
r 324 5c9cd2b4 0
w 3c 42bb6bb2 6
r 2bc 78f2a0ef 0
r 3e4 52ceab08 0
r 308 1a38044a 0
r 228 c56f7b3f 0
r 1ac bd993890 0
w 310 1078d198 d
r 170 289b7066 0
r 160 3af9af34 0
r 68 36c1db32 0
r 80 a639e4a 0
r 358 3f1f0222 0
w 2a4 4c892388 6
i 58 0 0
r 204 7a87a6ab 0
r 38 fae80632 0
r 38c 77b1422f 0
i 1f0 0 0
w 264 78b2e517 4
i 234 0 0
r 2e4 3dc4810d 0
r 34 a18a588b 0
w 1f4 e83190ce e
r c4 d576027e 0
r 1d4 1b70e9c 0
w 2fc bad7a1c5 3
r 1f0 a6f85d57 0
r 124 f5fe561a 0
r 130 be8ba2dc 0
w 4 f1e18af0 8
r 1e0 4c075232 0
i 394 0 0
r 1a0 83344a83 0
r 40 2159afe 0
r 2a0 198dd2c1 0
w f4 f02e958f 3
r 268 595c2ff4 0
i 2a0 0 0
r f4 8b21958f 0
r 3a4 3a79e94d 0
r 3ac 825e3a20 0
w 3d4 88f703f2 5
w a4 ce73bb1d 8
r 1d4 1b70e9c 0
w 144 6863bd9a d
i 3e0 0 0
w fc 48ee6bd6 f
w 27c bc5a5318 3
r 27c f8945318 0
r 3b4 645b89a5 0
w 1f8 980dfbbf d
w 1b4 ca01e16c f
r 2ec 32e97312 0
r 50 32691535 0
r 148 e6b54310 0
r bc 4ea6f96a 0
r 108 5ef1b0e8 0
i 1fc 0 0
i 168 0 0
r 158 8fdd2063 0
r 304 dfc8f158 0
r 3e8 d568fc9f 0
w 298 eb68eca2 6
w 238 c20586cb 4
w 160 fc812920 c
w 364 fb4e636a 7
r e0 740fec95 0
w 3fc f449fe6f 9
r 268 595c2ff4 0
r c 8320e669 0
r ac c510729e 0
r 3e8 d568fc9f 0
r 258 59a675c6 0
w 3bc cf18ea78 4
r bc 4ea6f96a 0
w 1bc d1d70050 5
r 2f8 c85d6819 0
r 228 c56f7b3f 0
r 2d0 2dad2d60 0
i 188 0 0
r 2f8 c85d6819 0
r 314 b35efad0 0
w 40 1eca2142 f
i 1c4 0 0
w 2a0 e4af0578 d
r 3d8 568a30df 0
i f8 0 0
r 12c 202fe2a2 0
w 2c0 f5adb43f 9
r 244 64a1755f 0
w 2c4 d2a0a6e1 3
r 13c ef788d8c 0
r 90 1791ec11 0
i e4 0 0
r 2a0 e4afd278 0
r 6c 2daab4c2 0
i 360 0 0
